id,codigo_parlamentar,nome,partido,uf,tipo_sessao,tipo_uso_palavra,data,sumario,keywords,transcricao,nome_civil,sexo,data_nascimento,uf_nascimento,municipio_nascimento
513320,581,Jaques Wagner,PT,BA,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Apelo para inclusão em pauta do Projeto de Resolução do Senado (PRS) n° 12, de 2025, que ""Disciplina o tratamento a ser dispensado às operações realizadas de acordo com as Leis Complementares nº 156, de 28 de dezembro de 2016, nº 159, de 19 de maio de 2017, e nº 178, de 13 de janeiro de 2021, no que tange às contratações dessas operações e às concessões de garantia pela União previstas nas Resoluções do Senado Federal nºs 40 e 43, de 2001, e nº 48, de 2007, bem como altera a Resolução do Senado Federal nº 15, de 2021, para incluir a autorização da realização de aditamentos contratuais a operações de crédito interno da União, dos Estados, do Distrito Federal e dos Municípios, e de suas respectivas administrações indiretas, cuja finalidade seja a substituição da taxa de juros aplicável a essas operações, no caso de a taxa vigente ser baseada na London InterBank Offered Rate (Libor) ou na European Interbank Offered Rate (Euribor)"".","SOLICITAÇÃO, INCLUSÃO, PAUTA, PROJETO DE RESOLUÇÃO DO SENADO (PRS), ALTERAÇÃO, RESOLUÇÃO, SENADO, REGULAMENTAÇÃO, NORMAS, DEFINIÇÃO, REQUISITOS, OPERAÇÃO FINANCEIRA, DIVIDA PUBLICA, CREDITO EXTERNO, DIVIDA INTERNA, AUTORIZAÇÃO, ADITAMENTO, CONTRATO, SUBSTITUIÇÃO, JUROS.",,Jaques Wagner,Masculino,1951-03-16,RJ,Rio de Janeiro
513316,4694,Rogerio Marinho,PL,RN,Sessão Deliberativa Ordinária,Pela Liderança,2025-04-29,"Indignação com as denúncias de descontos ilegais nas aposentadorias do INSS, com apelo para a instalação de uma CPMI que investigue esses fatos.","INDIGNAÇÃO, FRAUDE, IRREGULARIDADE, CONSIGNAÇÃO EM FOLHA DE PAGAMENTO, PROVENTOS, APOSENTADO, APOSENTADORIA, PENSÃO, PENSIONISTA, DEFESA, ABERTURA, COMISSÃO PARLAMENTAR MISTA DE INQUERITO (CPMI), INVESTIGAÇÃO.
DEFESA, ANISTIA, CRIME, TENTATIVA, GOLPE DE ESTADO, DEPREDAÇÃO, EDIFICIO SEDE, PODERES CONSTITUCIONAIS.",,Rogério Simonetti Marinho,Masculino,1963-11-26,RN,Natal
513314,3806,Zequinha Marinho,PODEMOS,PA,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Requerimento de inserção em ata de voto de pesar pelo falecimento da Irmã Kariny Campos Marques, em um trágico acidente rodoviário nas imediações do km 49 da BR-316.","REQUERIMENTO, VOTO DE PESAR, MORTE, MULHER, IGREJA EVANGELICA, ACIDENTE.",,José da Cruz Marinho,Masculino,1959-09-18,TO,Araguacema
513312,5998,Daniella Ribeiro,PP,PB,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Destaque para os avanços do Programa Antes que Aconteça, que visa prevenir a violência contra a mulher, com registro das unidades vinculadas ao programa no Estado da Paraíba. Apelo por uma atuação dos homens em prol do combate à misoginia e à violência contra a mulher.","ELOGIO, PROGRAMA, RECURSOS PUBLICOS, MINISTERIO DA JUSTIÇA E SEGURANÇA PUBLICA, ESTADO DA PARAIBA (PB), PREVENÇÃO, VIOLENCIA DOMESTICA, MULHER, FEMINICIDIO, ATUAÇÃO, EDUCAÇÃO, ESCOLA, CRIANÇA, SOLICITAÇÃO, HOMEM, COMBATE, MISOGINIA.",,Daniella Velloso Borges Ribeiro,Feminino,1972-03-26,PB,Campina Grande
513311,5976,Eduardo Girão,NOVO,CE,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,Leitura de carta da Associação dos Familiares e Vítimas do 8 de Janeiro de 2023 (Asfav) listando presos que estão passando por problemas de saúde. Apelo para que o Senado atue no caso. Críticas ao Ministro Alexandre de Moraes.,"LEITURA, CARTA, ASSOCIAÇÃO CIVIL, FAMILIA, PRESO, ATENTADO, DEPREDAÇÃO, TENTATIVA, GOLPE DE ESTADO, PROBLEMA, SAUDE, DOENÇA, SOLICITAÇÃO, ATUAÇÃO, SENADO, CRITICA, MINISTRO, SUPREMO TRIBUNAL FEDERAL (STF), ALEXANDRE DE MORAES.",,Luis Eduardo Grangeiro Girão,Masculino,1972-09-25,CE,Fortaleza
513310,5979,Leila Barros,PDT,DF,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Pedido de inclusão em pauta da Mensagem (SF) (MSF) n° 15, de 2025, que ""Submete à apreciação do Senado Federal, nos termos do art. 52, incisos V, VII e VIII, da Constituição Federal, autorização para contratação de operação de crédito externo,  com a garantia da República Federativa do Brasil, no valor total de até US$ 250,000,000.00 (duzentos e cinquenta milhões de dólares dos Estados Unidos da América), de principal, entre Banco Nacional de Desenvolvimento Econômico e Social - BNDES e o Banco Interamericano de Desenvolvimento - BID, cujos recursos destinam-se ao financiamento parcial do Programa BID-BNDES de Financiamento à Recuperação Sustentável e Produtiva das Micro, Pequenas e Médias Empresas (MPMEs)"".","PEDIDO, INCLUSÃO, PAUTA, MENSAGEM (MSG), AUTORIZAÇÃO, UNIÃO FEDERAL, BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL (BNDES), CONTRATAÇÃO, OPERAÇÃO FINANCEIRA, INSTITUIÇÃO FINANCEIRA, BANCO INTERAMERICANO DE DESENVOLVIMENTO (BID), CREDITO EXTERNO, DESTINAÇÃO, FINANCIAMENTO, PROGRAMA, RECUPERAÇÃO, MICROEMPRESA, PEQUENA EMPRESA.",,Leila Gomes de Barros Rêgo,Feminino,1971-09-30,DF,Brasília
513308,825,Paulo Paim,PT,RS,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Comunicado da apresentação do Requerimento (RQS) n° 330, de 2025, que ""Requer a realização de Sessão Especial destinada a celebrar os 10 anos da Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência)"".","APRESENTAÇÃO, REQUERIMENTO, REALIZAÇÃO, SESSÃO ESPECIAL, CELEBRAÇÃO, ANIVERSARIO, ESTATUTO DA PESSOA COM DEFICIENCIA.",,Paulo Renato Paim,Masculino,1950-03-15,RS,Caxias do Sul
513306,4770,Izalci Lucas,PL,DF,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Solicitação para que a Sessão Especial destinada a celebrar o Dia da Polícia Militar do Distrito Federal, aprovada através do Requerimento n° 991, de 2024, seja transformada em Sessão Solene do Congresso Nacional.","REQUERIMENTO, TRANSFORMAÇÃO, SESSÃO ESPECIAL, CELEBRAÇÃO, DIA NACIONAL, POLICIA MILITAR, DISTRITO FEDERAL (DF), SESSÃO SOLENE, CONGRESSO NACIONAL.",,Izalci Lucas Ferreira,Masculino,1956-04-07,MG,Araújos
513305,6338,Teresa Leitão,PT,PE,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Apresentação do abaixo-assinado ""Navegar é Preciso; Regulamentar as Redes Também"", solicitando a regulamentação de plataformas digitais e redes sociais.","APRESENTAÇÃO, DOCUMENTO, ASSINATURA, SOLICITAÇÃO, REGULAMENTAÇÃO, INTERNET, MIDIA SOCIAL.",,Maria Teresa Leitão de Melo,Feminino,1951-10-07,PE,Recife
513303,5917,Fernando Dueire,MDB,PE,Sessão Deliberativa Ordinária,Pela ordem,2025-04-29,"Pedido de inclusão em pauta da Mensagem (SF) (MSF) n° 13, de 2025, que ""Submete à apreciação do Senado Federal, nos termos do art. 52, da Constituição Federal, autorização para contratação de operação de crédito externo no valor de USD$ 90,000,000.00 entre o Governo do Estado de Pernambuco e o Banco Internacional para Reconstrução e Desenvolvimento - BIRD"".","PEDIDO, INCLUSÃO, PAUTA, MENSAGEM (MSG), AUTORIZAÇÃO, ESTADO DE PERNAMBUCO (PE), CONTRATAÇÃO, OPERAÇÃO FINANCEIRA, INSTITUIÇÃO FINANCEIRA, BANCO INTERNACIONAL DE RECONSTRUÇÃO E DESENVOLVIMENTO (BIRD), GARANTIA, UNIÃO FEDERAL, CREDITO EXTERNO, DESTINAÇÃO, FINANCIAMENTO, PROJETO, SANEAMENTO, ZONA RURAL.",,Fernando Antonio Caminha Dueire,Masculino,1959-04-14,PE,Recife
513302,4770,Izalci Lucas,PL,DF,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Denúncia de descontos não autorizados nos benefícios de aposentados e pensionistas do INSS, com críticas ao retorno do Sr. Carlos Lupi ao Ministério da Previdência. Relato de práticas irregulares envolvendo entidades sindicais, com base em relatório da CGU, e crítica à decisão recente do STF que teria facilitado os descontos.","DENUNCIA, FRAUDE, IRREGULARIDADE, DESCONTO NA FONTE, SINDICATO, PROVENTOS, APOSENTADO, APOSENTADORIA, PENSÃO, PENSIONISTA, CRITICA, MINISTRO DE ESTADO, MINISTERIO DA PREVIDENCIA SOCIAL (MPS), CARLOS LUPI, DECISÃO JUDICIAL, SUPREMO TRIBUNAL FEDERAL (STF), RELATORIO, CONTROLADORIA-GERAL DA UNIÃO (CGU), DEFESA, INVESTIGAÇÃO.",,Izalci Lucas Ferreira,Masculino,1956-04-07,MG,Araújos
513299,5008,Humberto Costa,PT,PE,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Celebração pelos 21 anos do Serviço de Atendimento Móvel de Urgência (Samu), com reconhecimento ao Presidente Lula pela criação do programa e à dedicação dos profissionais envolvidos, além de menção aos investimentos que possibilitaram sua ampliação.","COMEMORAÇÃO, ANIVERSARIO DE FUNDAÇÃO, SERVIÇO DE ATENDIMENTO MOVEL DE URGENCIA (SAMU), SAUDE PUBLICA, SISTEMA UNICO DE SAUDE (SUS), DESTAQUE, AVALIAÇÃO.",,Humberto Sérgio Costa Lima,Masculino,1957-07-07,SP,Campinas
513297,5502,Plínio Valério,PSDB,AM,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Crítica à Sra. Marina Silva, Ministra do Meio Ambiente e Mudança do Clima, por sua atuação em relação ao povo do Estado do Amazonas. Protesto contra decisões do STF diante de ação proposta pelo PSDB sobre o direito de locomoção da população amazônica. Denúncia sobre suposto conluio entre ONGs e órgãos federais na gestão de políticas ambientais na região.","CRITICA, MINISTRO DE ESTADO, MARINA SILVA, MINISTERIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA, DEFESA, PAVIMENTAÇÃO, RODOVIA, TRANSPORTE RODOVIARIO, ESTADO DO AMAZONAS (AM), AMAZONIA.
AJUIZAMENTO, PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA (PSDB), ARGUIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL (ADPF), SUPREMO TRIBUNAL FEDERAL (STF), LOCOMOÇÃO, POPULAÇÃO, ESTADO DO AMAZONAS (AM).
CRITICA, CONLUIO, ORGANIZAÇÃO NÃO-GOVERNAMENTAL (ONG), INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE (ICMBIO), INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVAVEIS (IBAMA), COMISSÃO PARLAMENTAR DE INQUERITO (CPI).",,Francisco Plínio Valério Tomaz,Masculino,1955-01-31,AM,Eirunepé
513296,6335,Damares Alves,REPUBLICANOS,DF,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Denúncia contra supostas violações de direitos humanos no Brasil, com destaque para a intimação judicial do ex-Presidente Jair Bolsonaro em UTI de hospital. Insatisfação com a suposta demora do Ministro do STF Alexandre de Moraes em autorizar visitas da CDH, presidida por S.Exa., aos presos pelos atos de 8 de janeiro de 2023.","DENUNCIA, VIOLAÇÃO, DIREITOS HUMANOS, JUDICIARIO, SUPREMO TRIBUNAL FEDERAL (STF), INTIMAÇÃO, EX-PRESIDENTE DA REPUBLICA, JAIR BOLSONARO, UNIDADE DE TERAPIA INTENSIVA (UTI), CRITICA, MINISTRO, ALEXANDRE DE MORAES, DEMORA, AUTORIZAÇÃO, COMISSÃO DE DIREITOS HUMANOS (CDH), VISITA, PRESO, DEPREDAÇÃO, TENTATIVA, GOLPE DE ESTADO, EDIFICIO SEDE, PODERES CONSTITUCIONAIS.
ANUNCIO, REMESSA, PROCURADORIA GERAL DA REPUBLICA, PEDIDO, IMPEACHMENT, MINISTRO DE ESTADO, MINISTERIO DA PREVIDENCIA SOCIAL (MPS), CARLOS LUPI.
COMENTARIO, COMISSÃO PARLAMENTAR DE INQUERITO (CPI), CASA DE APOSTA ESPORTIVA, PRISÃO.",,Damares Regina Alves,Feminino,1964-03-11,PR,Paranaguá
513294,6338,Teresa Leitão,PT,PE,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Comemoração pelo Dia da Caatinga, celebrado em 28 de abril. Relato de iniciativas legislativas e planos de ação voltados à proteção, preservação e investimento no ecossistema.","COMEMORAÇÃO, DIA NACIONAL, CAATINGA, PREOCUPAÇÃO, DESMATAMENTO, MUDANÇA CLIMATICA, AQUECIMENTO GLOBAL, DESTAQUE, ATUAÇÃO, GOVERNO FEDERAL, LEGISLATIVO.
DESTAQUE, PROJETO DE LEI, CRIAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RECUPERAÇÃO, VEGETAÇÃO, CAATINGA, DEFINIÇÃO, OBJETIVO, DIRETRIZ, PRINCIPIO JURIDICO, ATUAÇÃO, PODER PUBLICO, POPULAÇÃO.",,Maria Teresa Leitão de Melo,Feminino,1951-10-07,PE,Recife
513293,5976,Eduardo Girão,NOVO,CE,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Críticas ao Governo Lula e ao STF, por suposta interferência entre os Poderes.","CRITICA, GOVERNO FEDERAL, PRESIDENTE DA REPUBLICA, LUIZ INACIO LULA DA SILVA, UTILIZAÇÃO, AERONAVE, FORÇA AEREA BRASILEIRA (FAB).
CRITICA, FRAUDE, INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS), PREVIDENCIA SOCIAL, DESCONTO NA FONTE, APOSENTADORIA, PROVENTOS, PENSÃO, DEFESA, CRIAÇÃO, COMISSÃO PARLAMENTAR DE INQUERITO (CPI), COMISSÃO PARLAMENTAR MISTA DE INQUERITO (CPMI).
CRITICA, SUPREMO TRIBUNAL FEDERAL (STF), DECISÃO JUDICIAL, ELEGIBILIDADE, LUIZ INACIO LULA DA SILVA, ANULAÇÃO, CONDENAÇÃO CRIMINAL, OPERAÇÃO LAVA JATO.
DEFESA, COMISSÃO PARLAMENTAR DE INQUERITO (CPI), DESVIO, CORRUPÇÃO, CONFEDERAÇÃO BRASILEIRA DE FUTEBOL (CBF).",,Luis Eduardo Grangeiro Girão,Masculino,1972-09-25,CE,Fortaleza
513291,825,Paulo Paim,PT,RS,Sessão Deliberativa Ordinária,Discurso,2025-04-29,"Registro da Marcha de Brasília, organizada por centrais sindicais, federações e sindicatos na Esplanada dos Ministérios. Defesa da PEC nº 148/2015, em que S. Exa. é o primeiro signatário, que propõe reduzir a jornada de trabalho semanal, bem como de outras iniciativas legislativas sobre o tema.","DEFESA, APROVAÇÃO, PROPOSTA DE EMENDA A CONSTITUIÇÃO (PEC), ALTERAÇÃO, CONSTITUIÇÃO FEDERAL, TRABALHO, EMPREGO, DIREITOS SOCIAIS, TRABALHADOR, REDUÇÃO, DURAÇÃO, JORNADA DE TRABALHO, HORARIO DE TRABALHO.
REGISTRO, MARCHA, BRASILIA (DF), SINDICATO, CENTRAL SINDICAL, FEDERAÇÃO SINDICAL, Dia do Trabalho, DESTAQUE, REDUÇÃO, JORNADA DE TRABALHO.",,Paulo Renato Paim,Masculino,1950-03-15,RS,Caxias do Sul
513192,5376,Mara Gabrilli,PSD,SP,Sessão Solene,Não classificado,2025-04-29,"Encerramento da Sessão Solene destinada a homenagear os 150 anos do jornal  “O  Estado de São Paulo” - Estadão, nos termos do Requerimento n° 1/2025-Mesa, da Senadora Mara Gabrilli e do Deputado Baleia Rossi.","ENCERRAMENTO, SESSÃO SOLENE, CONGRESSO NACIONAL, OBJETIVO, HOMENAGEM, ANIVERSARIO, JORNAL, O ESTADO DE S. PAULO, IMPRENSA.",,Mara Cristina Gabrilli,Feminino,1967-09-28,SP,São Paulo
513189,5736,Tereza Cristina,PP,MS,Sessão Solene,Discurso,2025-04-29,"Sessão Solene destinada a homenagear os 150 anos do jornal  “O  Estado de São Paulo” - Estadão, nos termos do Requerimento n° 1/2025-Mesa, da Senadora Mara Gabrilli e do Deputado Baleia Rossi.","SESSÃO SOLENE, CONGRESSO NACIONAL, OBJETIVO, HOMENAGEM, ANIVERSARIO, JORNAL, O ESTADO DE S. PAULO, IMPRENSA.",,Tereza Cristina Correa da Costa Dias,Feminino,1954-07-06,MS,Campo Grande
513184,5376,Mara Gabrilli,PSD,SP,Sessão Solene,Discurso proferido da Presidência,2025-04-29,"Sessão Solene destinada a homenagear os 150 anos do jornal  “O  Estado de São Paulo” - Estadão, nos termos do Requerimento n° 1/2025-Mesa, da Senadora Mara Gabrilli e do Deputado Baleia Rossi.","SESSÃO SOLENE, CONGRESSO NACIONAL, OBJETIVO, HOMENAGEM, ANIVERSARIO, JORNAL, O ESTADO DE S. PAULO, IMPRENSA.",,Mara Cristina Gabrilli,Feminino,1967-09-28,SP,São Paulo
513183,5376,Mara Gabrilli,PSD,SP,Sessão Solene,Fala da Presidência,2025-04-29,"Abertura de Sessão Solene destinada a homenagear os 150 anos do jornal  “O  Estado de São Paulo” - Estadão, nos termos do Requerimento n° 1/2025-Mesa, da Senadora Mara Gabrilli e do Deputado Baleia Rossi.","ABERTURA, SESSÃO SOLENE, CONGRESSO NACIONAL, OBJETIVO, HOMENAGEM, ANIVERSARIO, JORNAL, O ESTADO DE S. PAULO, IMPRENSA.",,Mara Cristina Gabrilli,Feminino,1967-09-28,SP,São Paulo
513181,475,Confúcio Moura,MDB,RO,Sessão Não Deliberativa,Discurso,2025-04-28,"Defesa de investimentos ampliados e diversificados em infraestrutura de transportes no Brasil, especialmente em ferrovias e hidrovias. Destaque para a importância de reformas estruturais que assegurem a sustentabilidade fiscal e a competitividade econômica do país","DEFESA, AMPLIAÇÃO, DIVERSIFICAÇÃO, INVESTIMENTO, INFRAESTRUTURA, SISTEMA DE TRANSPORTES, BRASIL, FERROVIA, HIDROVIA, DESTAQUE, IMPORTANCIA, REFORMA, ESTRUTURA, GARANTIA, SUSTENTABILIDADE, COMPETITIVIDADE, ECONOMIA, PAIS.",,Confúcio Aires Moura,Masculino,1948-05-16,TO,Dianópolis
513179,5976,Eduardo Girão,NOVO,CE,Sessão Não Deliberativa,Discurso,2025-04-28,"Prestação de contas de viagem à Itália para evento comemorativo que celebrou os 80 anos do fim da Segunda Guerra Mundial, com homenagem à atuação dos combatentes da Força Expedicionária Brasileira e crítica ao uso de recursos públicos em viagens oficiais.","PRESTAÇÃO DE CONTAS, VIAGEM, PAIS ESTRANGEIRO, ITALIA, COMEMORAÇÃO, EXTINÇÃO, SEGUNDA GUERRA MUNDIAL, HOMENAGEM, ATUAÇÃO, COMBATENTE, FORÇA EXPEDICIONARIA BRASILEIRA (FEB), CRITICA, UTILIZAÇÃO, RECURSOS PUBLICOS, MISSÃO OFICIAL.
CRITICA, ATUAÇÃO, SUPREMO TRIBUNAL FEDERAL (STF), MANIFESTAÇÃO COLETIVA, JANEIRO, CONDENAÇÃO, ATIVISMO JUDICIAL, MINISTRO, LUIS ROBERTO BARROSO.",,Luis Eduardo Grangeiro Girão,Masculino,1972-09-25,CE,Fortaleza
513176,825,Paulo Paim,PT,RS,Sessão Não Deliberativa,Discurso,2025-04-28,"Indignação com o esquema de fraudes cometidas contra aposentados e pensionistas do INSS e cobrança por punição rigorosa aos responsáveis pelos crimes. Elogios à CGU e à Polícia Federal pela investigação que identificou as fraudes e destaque para o Projeto de Lei do Senado nº 206/2015,de autoria de S. Exa., que propõe multa em dobro do valor desviado em fraudes contra aposentados e pensionistas.","INDIGNAÇÃO, ORGANIZAÇÃO CRIMINOSA, FRAUDE, PENSIONISTA, APOSENTADO, INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS), COBRANÇA, PUNIÇÃO, RESPONSABILIDADE, CONDENAÇÃO CRIMINAL, ELOGIO, CONTROLADORIA-GERAL DA UNIÃO (CGU), POLICIA FEDERAL, INVESTIGAÇÃO, DESTAQUE, PROJETO DE LEI, AUTORIA, ORADOR, PROPOSTA, MULTA, PAGAMENTO EM DOBRO, VALOR, DESVIO.
VOTO DE PESAR, HOMENAGEM POSTUMA, MORTE, PAPA FRANCISCO.",,Paulo Renato Paim,Masculino,1950-03-15,RS,Caxias do Sul
513174,4770,Izalci Lucas,PL,DF,Sessão Especial,Não classificado,2025-04-28,Encerramento de Sessão Especial destinada a celebrar o 65o. aniversário de Brasília.,"ENCERRAMENTO, SESSÃO ESPECIAL, COMEMORAÇÃO, ANIVERSARIO DE FUNDAÇÃO, BRASILIA (DF), DISTRITO FEDERAL (DF).",,Izalci Lucas Ferreira,Masculino,1956-04-07,MG,Araújos
513166,6335,Damares Alves,REPUBLICANOS,DF,Sessão Especial,Discurso,2025-04-28,Sessão Especial destinada a celebrar o 65o. aniversário de Brasília.,"SESSÃO ESPECIAL, COMEMORAÇÃO, ANIVERSARIO DE FUNDAÇÃO, BRASILIA (DF), DISTRITO FEDERAL (DF).
ELOGIO, ATUAÇÃO, INSTITUIÇÃO BENEFICENTE, ASSISTENCIA SOCIAL, PROMOÇÃO, INCLUSÃO SOCIAL, PESSOA COM DEFICIENCIA, BRASILIA (DF), DISTRITO FEDERAL (DF).",,Damares Regina Alves,Feminino,1964-03-11,PR,Paranaguá
513164,5979,Leila Barros,PDT,DF,Sessão Especial,Discurso,2025-04-28,Sessão Especial destinada a celebrar o 65o. aniversário de Brasília.,"SESSÃO ESPECIAL, COMEMORAÇÃO, ANIVERSARIO DE FUNDAÇÃO, BRASILIA (DF), DISTRITO FEDERAL (DF).
IMPORTANCIA, JUSCELINO KUBITSCHEK, EX-PRESIDENTE DA REPUBLICA, LUCIO COSTA, ARQUITETO, CONSTRUÇÃO, BRASILIA (DF).
IMPORTANCIA, TRABALHO, PIONEIRO, CONSTRUÇÃO, BRASILIA (DF).
COMENTARIO, INSUFICIENCIA, ATENDIMENTO, SERVIÇO MEDICO, SAUDE PUBLICA, CARENCIA, INFRAESTRUTURA, MEDICINA, TRATAMENTO DE SAUDE, POPULAÇÃO, BRASILIA (DF).
DEFESA, POLITICA PUBLICA, MOBILIDADE URBANA, GARANTIA, MELHORIA, TRANSPORTE, SISTEMA VIARIO, REGIÃO ADMINISTRATIVA, BRASILIA (DF).",,Leila Gomes de Barros Rêgo,Feminino,1971-09-30,DF,Brasília
513163,4770,Izalci Lucas,PL,DF,Sessão Especial,Fala da Presidência,2025-04-28,Abertura de Sessão Especial destinada a celebrar o 65o. aniversário de Brasília.,"ABERTURA, SESSÃO ESPECIAL, COMEMORAÇÃO, ANIVERSARIO DE FUNDAÇÃO, BRASILIA (DF), DISTRITO FEDERAL (DF).",,Izalci Lucas Ferreira,Masculino,1956-04-07,MG,Araújos
513161,5959,Styvenson Valentim,PSDB,RN,Sessão Deliberativa Extraordinária,Discurso,2025-04-24,"Defesa da aprovação da PEC nº 37/2022, que inclui as guardas municipais e os agentes de trânsito entre os órgãos que compõem a segurança pública, com emenda de autoria de S. Exa., que ainda aguarda o número de assinaturas necessárias para garantir de forma explícita o poder de polícia desses servidores.","DEFESA, APROVAÇÃO, PROPOSTA DE EMENDA A CONSTITUIÇÃO (PEC), ALTERAÇÃO, CONSTITUIÇÃO FEDERAL, INCLUSÃO, GUARDA, MUNICIPIOS, AGENTE DE TRANSITO, AMBITO, ORGÃO, SEGURANÇA PUBLICA.",,Eann Styvenson Valentim Mendes,Masculino,1977-02-07,AC,Rio Branco
513159,6337,Cleitinho,REPUBLICANOS,MG,Sessão Deliberativa Extraordinária,Discurso,2025-04-24,"Indignação com altos salários e privilégios de autoridades dos três Poderes, especialmente do Judiciário. Apoio à proposta de aumento no número de beneficiários da tarifa social de energia elétrica.","CRITICA, SALARIO, REMUNERAÇÃO, PRIVILEGIO, MEMBROS, JUDICIARIO, MAGISTRADO, DESEMBARGADOR, AUXILIO-MORADIA.
APOIO, PROPOSTA, GOVERNO FEDERAL, PRESIDENTE DA REPUBLICA, LUIZ INACIO LULA DA SILVA, AMPLIAÇÃO, BENEFICIARIO, TARIFA SOCIAL DE ENERGIA ELETRICA.
PROPOSTA, CRIAÇÃO, COMISSÃO PARLAMENTAR MISTA DE INQUERITO (CPMI), APURAÇÃO, INVESTIGAÇÃO, FRAUDE, IRREGULARIDADE, INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS), DESCONTO, ASSOCIAÇÃO CIVIL, CONSIGNAÇÃO EM FOLHA DE PAGAMENTO, PROVENTOS, APOSENTADORIA, APOSENTADO.",,Cleiton Gontijo de Azevedo,Masculino,1982-04-15,MG,Divinópolis
513157,5502,Plínio Valério,PSDB,AM,Sessão Deliberativa Extraordinária,Discurso,2025-04-24,Críticas à atuação do Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio) em virtude da criação de novas áreas de proteção ambiental. Considerações sobre a suposta inversão de valores em curso no país.,"CRITICA, INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE (ICMBIO), AUMENTO, AREA DE PRESERVAÇÃO PERMANENTE, PARQUE NACIONAL, CRIAÇÃO, RESERVA FLORESTAL, ESTADO DO CEARA (CE), INVERSÃO, VALORES.",,Francisco Plínio Valério Tomaz,Masculino,1955-01-31,AM,Eirunepé
513155,5012,Randolfe Rodrigues,PT,AP,Sessão Deliberativa Extraordinária,Pela Liderança,2025-04-24,"Homenagem ao Papa Francisco, com destaque para seu legado humanitário, compromisso com a justiça social, promoção da paz e preservação ambiental.","VOTO DE PESAR, MORTE, PAPA FRANCISCO, IGREJA CATOLICA, ELOGIO, HOMENAGEM POSTUMA, DEFESA, MINORIA, IMIGRANTE, JUSTIÇA SOCIAL, PAZ, PRESERVAÇÃO, MEIO AMBIENTE.",,Randolph Frederich Rodrigues Alves,Masculino,1972-11-06,PE,Garanhuns
513153,5906,Dra. Eudócia,PL,AL,Sessão Deliberativa Extraordinária,Discurso,2025-04-24,"Relato dos resultados da missão oficial de S.Exa. à República Popular da China, em especial na área de inovação tecnológica em saúde.","REGISTRO, VIAGEM, EXTERIOR, PAIS ESTRANGEIRO, CHINA, AMPLIAÇÃO, COOPERAÇÃO, SAUDE, PESQUISA CIENTIFICA, VACINA, PAPILOMAVÍRUS HUMANO (HPV), PREVENÇÃO, CANCER.
CONVITE, SESSÃO DE DEBATES TEMATICOS, VACINA, PREVENÇÃO, CANCER.",,Eudocia Maria Holanda de Araujo Caldas,Feminino,1964-08-28,AL,Ibateguara
